交易日期,契約,到期月份(週別),履約價,買賣權,開盤價,最高價,最低價,收盤價,成交量,結算價,未沖銷契約數,最後最佳買價,最後最佳賣價,歷史最高價,歷史最低價,是否因訊息面暫停交易,交易時段
2019/6/6,TXO,201908,10500,買權,86,86,77,77,10,77,135,75,82,179,70,,一般
2019/6/6,TXO,201908,10500,買權,100,100,100,100,5,-,-,88,111,179,70,,盤後
2019/6/6,TXO,201908,10500,賣權,-,-,-,-,0,575,39,-,-,-,-,,一般
2019/6/6,TXO,201908,10500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10600,買權,59,59,59,59,19,59,89,50,121,134,46.5,,一般
2019/6/6,TXO,201908,10600,買權,77,77,77,77,1,-,-,50,75,134,46.5,,盤後
2019/6/6,TXO,201908,10600,賣權,630,640,630,640,10,650,13,625,700,745,610,,一般
2019/6/6,TXO,201908,10600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10700,買權,53,53,41.5,41.5,35,41.5,117,38,43,109,39.5,,一般
2019/6/6,TXO,201908,10700,買權,57,57,57,57,2,-,-,16,59,109,39.5,,盤後
2019/6/6,TXO,201908,10700,賣權,-,-,-,-,0,735,4,-,-,-,-,,一般
2019/6/6,TXO,201908,10700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10800,買權,34.5,34.5,30.5,30.5,30,30.5,120,28,36,80,29,,一般
2019/6/6,TXO,201908,10800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10800,賣權,-,-,-,-,0,830,0,-,-,-,-,,一般
2019/6/6,TXO,201908,10800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10900,買權,25,26,21.5,21.5,36,21.5,226,11.5,23,60,21.5,,一般
2019/6/6,TXO,201908,10900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,10900,賣權,-,-,-,-,0,915,2,-,-,-,-,,一般
2019/6/6,TXO,201908,10900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11000,買權,20,20,16,17.5,30,17.5,214,16.5,19,44.5,16,,一般
2019/6/6,TXO,201908,11000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11000,賣權,-,-,-,-,0,1010,0,-,-,-,-,,一般
2019/6/6,TXO,201908,11000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11100,買權,-,-,-,-,0,12.5,126,-,-,-,-,,一般
2019/6/6,TXO,201908,11100,買權,17,17,17,17,1,-,-,12,19,35,12,,盤後
2019/6/6,TXO,201908,11100,賣權,-,-,-,-,0,1100,0,-,-,-,-,,一般
2019/6/6,TXO,201908,11100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11200,買權,9.2,9.2,9.2,9.2,1,9.2,109,8.8,9.5,24,9.2,,一般
2019/6/6,TXO,201908,11200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11200,賣權,-,-,-,-,0,1200,0,-,-,-,-,,一般
2019/6/6,TXO,201908,11200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11300,買權,-,-,-,-,0,8.3,154,-,-,-,-,,一般
2019/6/6,TXO,201908,11300,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11300,賣權,-,-,-,-,0,1300,1,-,-,-,-,,一般
2019/6/6,TXO,201908,11300,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11400,買權,-,-,-,-,0,7.5,151,-,-,-,-,,一般
2019/6/6,TXO,201908,11400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11400,賣權,-,-,-,-,0,1400,0,-,-,-,-,,一般
2019/6/6,TXO,201908,11400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11500,買權,-,-,-,-,0,6.7,1,-,-,-,-,,一般
2019/6/6,TXO,201908,11500,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11500,賣權,-,-,-,-,0,1500,0,-,-,-,-,,一般
2019/6/6,TXO,201908,11500,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11600,買權,-,-,-,-,0,5.9,5,-,-,-,-,,一般
2019/6/6,TXO,201908,11600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11600,賣權,-,-,-,-,0,1600,0,-,-,-,-,,一般
2019/6/6,TXO,201908,11600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11700,買權,-,-,-,-,0,4.3,0,-,-,-,-,,一般
2019/6/6,TXO,201908,11700,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11700,賣權,-,-,-,-,0,1700,0,-,-,-,-,,一般
2019/6/6,TXO,201908,11700,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11800,買權,-,-,-,-,0,3.1,0,-,-,-,-,,一般
2019/6/6,TXO,201908,11800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11800,賣權,-,-,-,-,0,1790,0,-,-,-,-,,一般
2019/6/6,TXO,201908,11800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11900,買權,-,-,-,-,0,2.2,0,-,-,-,-,,一般
2019/6/6,TXO,201908,11900,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,11900,賣權,-,-,-,-,0,1890,0,-,-,-,-,,一般
2019/6/6,TXO,201908,11900,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,12000,買權,-,-,-,-,0,1.5,2,-,-,-,-,,一般
2019/6/6,TXO,201908,12000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,12000,賣權,-,-,-,-,0,1990,0,-,-,-,-,,一般
2019/6/6,TXO,201908,12000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,12100,買權,-,-,-,-,0,1.1,0,-,-,-,-,,一般
2019/6/6,TXO,201908,12100,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,12100,賣權,-,-,-,-,0,2090,0,-,-,-,-,,一般
2019/6/6,TXO,201908,12100,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,12200,買權,-,-,-,-,0,0.7,0,-,-,-,-,,一般
2019/6/6,TXO,201908,12200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201908,12200,賣權,-,-,-,-,0,2190,0,-,-,-,-,,一般
2019/6/6,TXO,201908,12200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,7400,買權,-,-,-,-,0,2570,0,-,-,-,-,,一般
2019/6/6,TXO,201909,7400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,7400,賣權,9,9.5,8.8,9.3,29,9.3,4379,8.5,11,175,6,,一般
2019/6/6,TXO,201909,7400,賣權,10,10,10,10,2,-,-,7.5,12.5,175,6,,盤後
2019/6/6,TXO,201909,7600,買權,-,-,-,-,0,2380,5,-,-,-,-,,一般
2019/6/6,TXO,201909,7600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,7600,賣權,11,11,10.5,10.5,3,10.5,3113,10.5,13,217,6.7,,一般
2019/6/6,TXO,201909,7600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,7800,買權,-,-,-,-,0,2180,0,-,-,-,-,,一般
2019/6/6,TXO,201909,7800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,7800,賣權,13.5,13.5,13.5,13.5,1,13.5,3528,13,13.5,231,7.9,,一般
2019/6/6,TXO,201909,7800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,8000,買權,-,-,-,-,0,1980,1,-,-,-,-,,一般
2019/6/6,TXO,201909,8000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,8000,賣權,18,18,17,17,3,17,3377,17,18.5,281,11,,一般
2019/6/6,TXO,201909,8000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,8200,買權,-,-,-,-,0,1790,16,-,-,-,-,,一般
2019/6/6,TXO,201909,8200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,8200,賣權,22,22,21.5,21.5,3,21.5,671,18,22,340,12.5,,一般
2019/6/6,TXO,201909,8200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,8400,買權,-,-,-,-,0,1590,40,-,-,-,-,,一般
2019/6/6,TXO,201909,8400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,8400,賣權,-,-,-,-,0,27,769,-,-,-,-,,一般
2019/6/6,TXO,201909,8400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,8600,買權,-,-,-,-,0,1410,0,-,-,-,-,,一般
2019/6/6,TXO,201909,8600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,8600,賣權,40,40.5,38.5,40,24,40,468,8.2,40.5,441,20,,一般
2019/6/6,TXO,201909,8600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,8800,買權,-,-,-,-,0,1220,31,-,-,-,-,,一般
2019/6/6,TXO,201909,8800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,8800,賣權,54,55,51,53,13,53,445,52,53,535,25,,一般
2019/6/6,TXO,201909,8800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,9000,買權,-,-,-,-,0,1040,68,-,-,-,-,,一般
2019/6/6,TXO,201909,9000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,9000,賣權,70,72,70,72,9,72,659,62,73,620,30,,一般
2019/6/6,TXO,201909,9000,賣權,66,66,66,66,1,-,-,63,69,620,30,,盤後
2019/6/6,TXO,201909,9200,買權,-,-,-,-,0,865,65,-,-,-,-,,一般
2019/6/6,TXO,201909,9200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,9200,賣權,90,98,90,94,3,94,987,89,100,700,42.5,,一般
2019/6/6,TXO,201909,9200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,9400,買權,700,700,695,695,3,695,59,680,710,1280,315,,一般
2019/6/6,TXO,201909,9400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,9400,賣權,131,134,131,131,8,131,1175,118,147,825,54,,一般
2019/6/6,TXO,201909,9400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,9600,買權,-,-,-,-,0,550,92,-,-,-,-,,一般
2019/6/6,TXO,201909,9600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,9600,賣權,182,182,168,182,6,182,533,164,194,940,67,,一般
2019/6/6,TXO,201909,9600,賣權,170,170,170,170,1,-,-,150,177,940,67,,盤後
2019/6/6,TXO,201909,9800,買權,408,408,408,408,5,408,311,402,430,1600,189,,一般
2019/6/6,TXO,201909,9800,買權,450,450,450,450,1,-,-,213,1450,1600,189,,盤後
2019/6/6,TXO,201909,9800,賣權,238,240,238,240,2,240,607,227,257,1080,54,,一般
2019/6/6,TXO,201909,9800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,10000,買權,320,320,295,295,7,295,875,286,312,1500,133,,一般
2019/6/6,TXO,201909,10000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,10000,賣權,317,327,310,327,45,327,852,307,334,1210,113,,一般
2019/6/6,TXO,201909,10000,賣權,304,304,297,297,3,-,-,294,1320,1210,113,,盤後
2019/6/6,TXO,201909,10200,買權,215,218,198,198,38,198,534,184,213,995,104,,一般
2019/6/6,TXO,201909,10200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,10200,賣權,432,432,427,427,2,427,626,427,446,1180,106,,一般
2019/6/6,TXO,201909,10200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,10400,買權,140,140,127,127,3,127,386,115,133,950,83,,一般
2019/6/6,TXO,201909,10400,買權,160,160,145,145,2,-,-,100,595,950,83,,盤後
2019/6/6,TXO,201909,10400,賣權,560,560,560,560,1,560,911,545,565,1270,200,,一般
2019/6/6,TXO,201909,10400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,10600,買權,86,88,77,79,61,79,733,79,84,411,57,,一般
2019/6/6,TXO,201909,10600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,10600,賣權,710,710,710,710,3,710,2151,705,715,1360,203,,一般
2019/6/6,TXO,201909,10600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,10800,買權,54,54,45.5,48.5,115,48.5,523,48,48.5,292,42,,一般
2019/6/6,TXO,201909,10800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,10800,賣權,880,880,880,880,2,880,82,860,895,1790,269,,一般
2019/6/6,TXO,201909,10800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,11000,買權,37,37,29,29,29,29,1460,28,33.5,650,23.5,,一般
2019/6/6,TXO,201909,11000,買權,37,37,37,37,1,-,-,30.5,100,650,23.5,,盤後
2019/6/6,TXO,201909,11000,賣權,1060,1060,1060,1060,1,1060,92,1040,1080,2100,344,,一般
2019/6/6,TXO,201909,11000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,11200,買權,18,18,17,18,13,18,1401,17,22.5,499,17,,一般
2019/6/6,TXO,201909,11200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,11200,賣權,-,-,-,-,0,1240,119,-,-,-,-,,一般
2019/6/6,TXO,201909,11200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,11400,買權,-,-,-,-,0,13,1477,-,-,-,-,,一般
2019/6/6,TXO,201909,11400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,11400,賣權,-,-,-,-,0,1440,65,-,-,-,-,,一般
2019/6/6,TXO,201909,11400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,11600,買權,7.5,7.5,7.5,7.5,1,7.5,4198,2,57,66,6.7,,一般
2019/6/6,TXO,201909,11600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,11600,賣權,-,-,-,-,0,1630,13,-,-,-,-,,一般
2019/6/6,TXO,201909,11600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,11800,買權,5.1,5.1,4.7,4.7,20,4.7,194,4.5,54,36,4.6,,一般
2019/6/6,TXO,201909,11800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,11800,賣權,-,-,-,-,0,1830,0,-,-,-,-,,一般
2019/6/6,TXO,201909,11800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,12000,買權,-,-,-,-,0,2.1,70,-,-,-,-,,一般
2019/6/6,TXO,201909,12000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,12000,賣權,-,-,-,-,0,2030,2,-,-,-,-,,一般
2019/6/6,TXO,201909,12000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,12200,買權,-,-,-,-,0,1.1,18,-,-,-,-,,一般
2019/6/6,TXO,201909,12200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,12200,賣權,-,-,-,-,0,2230,0,-,-,-,-,,一般
2019/6/6,TXO,201909,12200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,12400,買權,-,-,-,-,0,0.5,31,-,-,-,-,,一般
2019/6/6,TXO,201909,12400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,12400,賣權,-,-,-,-,0,2420,0,-,-,-,-,,一般
2019/6/6,TXO,201909,12400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,12600,買權,-,-,-,-,0,0.3,13,-,-,-,-,,一般
2019/6/6,TXO,201909,12600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,12600,賣權,-,-,-,-,0,2620,0,-,-,-,-,,一般
2019/6/6,TXO,201909,12600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,12800,買權,-,-,-,-,0,0.1,32,-,-,-,-,,一般
2019/6/6,TXO,201909,12800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,12800,賣權,-,-,-,-,0,2820,0,-,-,-,-,,一般
2019/6/6,TXO,201909,12800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,13000,買權,-,-,-,-,0,0.1,81,-,-,-,-,,一般
2019/6/6,TXO,201909,13000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,13000,賣權,-,-,-,-,0,3020,0,-,-,-,-,,一般
2019/6/6,TXO,201909,13000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,13200,買權,-,-,-,-,0,0.1,198,-,-,-,-,,一般
2019/6/6,TXO,201909,13200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,13200,賣權,-,-,-,-,0,3220,0,-,-,-,-,,一般
2019/6/6,TXO,201909,13200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,13400,買權,-,-,-,-,0,0.1,6449,-,-,-,-,,一般
2019/6/6,TXO,201909,13400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201909,13400,賣權,-,-,-,-,0,3420,0,-,-,-,-,,一般
2019/6/6,TXO,201909,13400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,8200,買權,-,-,-,-,0,1790,0,-,-,-,-,,一般
2019/6/6,TXO,201912,8200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,8200,賣權,57,61,57,58,47,58,1122,56,62,85,1.3,,一般
2019/6/6,TXO,201912,8200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,8400,買權,-,-,-,-,0,1600,45,-,-,-,-,,一般
2019/6/6,TXO,201912,8400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,8400,賣權,73,75,73,73,25,73,674,66,75,109,18.5,,一般
2019/6/6,TXO,201912,8400,賣權,67,69,67,69,9,-,-,65,71,109,18.5,,盤後
2019/6/6,TXO,201912,8600,買權,-,-,-,-,0,1420,34,-,-,-,-,,一般
2019/6/6,TXO,201912,8600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,8600,賣權,94,94,90,90,2,90,616,86,96,131,20,,一般
2019/6/6,TXO,201912,8600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,8800,買權,-,-,-,-,0,1250,10,-,-,-,-,,一般
2019/6/6,TXO,201912,8800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,8800,賣權,115,121,115,117,6,117,984,91,117,158,32.5,,一般
2019/6/6,TXO,201912,8800,賣權,105,105,105,105,1,-,-,101,112,158,32.5,,盤後
2019/6/6,TXO,201912,9000,買權,1080,1080,1080,1080,1,1080,44,1060,1090,1700,1050,,一般
2019/6/6,TXO,201912,9000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,9000,賣權,145,147,145,147,6,147,1191,129,150,183,49.5,,一般
2019/6/6,TXO,201912,9000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,9200,買權,-,-,-,-,0,915,10,-,-,-,-,,一般
2019/6/6,TXO,201912,9200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,9200,賣權,183,187,181,187,5,187,734,174,190,226,100,,一般
2019/6/6,TXO,201912,9200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,9400,買權,-,-,-,-,0,765,29,-,-,-,-,,一般
2019/6/6,TXO,201912,9400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,9400,賣權,225,230,225,230,2,230,154,220,245,277,111,,一般
2019/6/6,TXO,201912,9400,賣權,218,218,218,218,1,-,-,112,-,277,111,,盤後
2019/6/6,TXO,201912,9600,買權,640,645,625,625,6,625,61,620,630,1180,560,,一般
2019/6/6,TXO,201912,9600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,9600,賣權,291,297,290,297,5,297,235,275,297,344,113,,一般
2019/6/6,TXO,201912,9600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,9800,買權,505,505,505,505,1,505,35,475,510,965,445,,一般
2019/6/6,TXO,201912,9800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,9800,賣權,355,366,355,366,2,366,102,342,382,416,186,,一般
2019/6/6,TXO,201912,9800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,10000,買權,403,403,387,389,8,389,128,371,403,870,331,,一般
2019/6/6,TXO,201912,10000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,10000,賣權,438,458,438,458,2,452,125,432,470,520,217,,一般
2019/6/6,TXO,201912,10000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,10200,買權,314,314,300,300,11,300,79,274,307,690,262,,一般
2019/6/6,TXO,201912,10200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,10200,賣權,-,-,-,-,0,560,77,-,-,-,-,,一般
2019/6/6,TXO,201912,10200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,10400,買權,237,237,214,214,4,214,86,214,227,565,186,,一般
2019/6/6,TXO,201912,10400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,10400,賣權,670,670,670,670,1,670,75,675,700,770,337,,一般
2019/6/6,TXO,201912,10400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,10600,買權,173,173,154,154,8,154,201,150,166,470,136,,一般
2019/6/6,TXO,201912,10600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,10600,賣權,-,-,-,-,0,815,164,-,-,-,-,,一般
2019/6/6,TXO,201912,10600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,10800,買權,122,122,109,111,64,111,208,103,111,366,95,,一般
2019/6/6,TXO,201912,10800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,10800,賣權,975,975,975,975,3,975,29,960,995,975,690,,一般
2019/6/6,TXO,201912,10800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,11000,買權,88,88,73,73,29,73,222,73,80,290,68,,一般
2019/6/6,TXO,201912,11000,買權,93,93,78,79,8,-,-,80,90,290,68,,盤後
2019/6/6,TXO,201912,11000,賣權,1120,1140,1120,1140,2,1130,81,1080,1150,1140,670,,一般
2019/6/6,TXO,201912,11000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,11200,買權,53,57,51,53,24,53,1298,46,66,241,40,,一般
2019/6/6,TXO,201912,11200,買權,58,58,52,52,6,-,-,53,67,241,40,,盤後
2019/6/6,TXO,201912,11200,賣權,-,-,-,-,0,1310,38,-,-,-,-,,一般
2019/6/6,TXO,201912,11200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,11400,買權,37.5,40,36,37,21,37,293,35,42,165,35,,一般
2019/6/6,TXO,201912,11400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,11400,賣權,-,-,-,-,0,1490,42,-,-,-,-,,一般
2019/6/6,TXO,201912,11400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,11600,買權,27.5,27.5,24,24,10,24,563,18.5,29,113,23.5,,一般
2019/6/6,TXO,201912,11600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,11600,賣權,-,-,-,-,0,1680,1,-,-,-,-,,一般
2019/6/6,TXO,201912,11600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,11800,買權,19,19,16.5,16.5,2,16.5,189,8.1,23,82,3,,一般
2019/6/6,TXO,201912,11800,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,11800,賣權,-,-,-,-,0,1870,0,-,-,-,-,,一般
2019/6/6,TXO,201912,11800,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,12000,買權,-,-,-,-,0,12.5,193,-,-,-,-,,一般
2019/6/6,TXO,201912,12000,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,12000,賣權,-,-,-,-,0,2070,1,-,-,-,-,,一般
2019/6/6,TXO,201912,12000,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,12200,買權,9.5,9.5,9.5,9.5,1,9.5,74,3.1,58,42,9.5,,一般
2019/6/6,TXO,201912,12200,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,12200,賣權,-,-,-,-,0,2260,0,-,-,-,-,,一般
2019/6/6,TXO,201912,12200,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,12400,買權,-,-,-,-,0,5.3,17,-,-,-,-,,一般
2019/6/6,TXO,201912,12400,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,12400,賣權,-,-,-,-,0,2460,0,-,-,-,-,,一般
2019/6/6,TXO,201912,12400,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,12600,買權,-,-,-,-,0,3.4,34,-,-,-,-,,一般
2019/6/6,TXO,201912,12600,買權,-,-,-,-,0,-,-,-,-,-,-,,盤後
2019/6/6,TXO,201912,12600,賣權,-,-,-,-,0,2650,0,-,-,-,-,,一般
2019/6/6,TXO,201912,12600,賣權,-,-,-,-,0,-,-,-,-,-,-,,盤後
