78	T1	20180823	20180824	1APDC300	1123.87	706.87	1013.075	988.5786	0.94	0.92	24	2018/8/24 下午 01:17:19	866	94.7368	38
79	T1	20180823	20180824	1APDC400	1429.97	911.48	1306.6748	1275.059216	0.94	0.92	24	2018/8/24 下午 01:17:19	1205	94.7368	38
80	T1	20180823	20180824	1APDC500	1439.99	997.93	1312.0122	1286.885624	0.94	0.92	24	2018/8/24 下午 01:17:19	1249	94.7368	38
81	T1	20180823	20180824	1APDC600	1440	1072.45	1350.3422	1328.110824	0.94	0.92	24	2018/8/24 下午 01:17:19	1354	94.7368	38
82	T1	20180823	20180824	1APDC700	1439.99	837.13	1170.7172	1144.030224	0.94	0.92	24	2018/8/24 下午 01:17:19	1198	94.7368	38
83	T1	20180823	20180824	1APHT100	1348.45	1348.45	1348.45	1348.45	0.91	0.99510989	24	2018/8/24 下午 01:17:19	865	42.6828	84.3431
84	T1	20180823	20180824	1APHT200	1265.21	1263.59	1265.0642	1265.05699099984	0.91	0.99510989	24	2018/8/24 下午 01:17:19	677	41.3062	87.154
85	T1	20180823	20180824	1APHT300	1244.72	1208.15	1213.9467	1213.91835349936	0.91	0.99510989	24	2018/8/24 下午 01:17:19	541	41.3648	87.0304
86	T1	20180823	20180824	1APHT400	950.05	948.43	949.9042	949.896990999838	0.91	0.99510989	24	2018/8/24 下午 01:17:19	479	53.734	66.9967
87	T1	20180823	20180824	1APHT500	1332.21	1321.73	1322.8948	1322.88910399987	0.91	0.99510989	24	2018/8/24 下午 01:17:19	1015	48.6641	73.9765
88	T1	20180823	20180824	1APHT600	1408.09	1402.42	1403.8305	1403.82360249985	0.91	0.99510989	24	2018/8/24 下午 01:17:19	985	54.1167	66.5229
89	T1	20180823	20180824	1APHT700	1408.55	1406.43	1408.3592	1408.34976599979	0.91	0.99510989	24	2018/8/24 下午 01:17:19	833	45.1958	79.6535
90	T1	20180823	20180824	1APHT800	958.13	957	958.0283	958.023271499887	0.91	0.99510989	24	2018/8/24 下午 01:17:19	895	52.9969	67.9285
91	T1	20180823	20180824	1APHT900	1440	1440	1440	1440	0.91	0.99510989	24	2018/8/24 下午 01:17:19	408	16.7442	215
92	T1	20180823	20180824	1APHTA00	1216.36	1210.48	1215.8308	1215.80463399941	0.91	0.99510989	24	2018/8/24 下午 01:17:19	419	53.7387	66.9908
93	T1	20180823	20180824	1APHTB00	1440	1440	1440	1440	0.91	0.99510989	24	2018/8/24 下午 01:17:19	413	20	180
94	T1	20180823	20180824	1APHTC00	1440	1440	1440	1440	0.91	0.99510989	24	2018/8/24 下午 01:17:19	562	16.3636	220
95	T1	20180823	20180824	1APHTD00	1422.67	1367.45	1369.7432	1369.73198599975	0.91	0.99510989	24	2018/8/24 下午 01:17:19	837	52.3213	68.8057
96	T1	20180823	20180824	1APHTF00	1173.04	1171.67	1172.9167	1172.91060349986	0.91	0.99510989	24	2018/8/24 下午 01:17:19	687	45	80
97	T1	20180823	20180824	1APHTG00	1315.91	1257.6	1258.4463	1258.44216149991	0.91	0.99510989	24	2018/8/24 下午 01:17:19	1249	60	60
98	T1	20180823	20180824	1APHTH00	1178.9	1178.32	1178.8478	1178.84521899994	0.91	0.99510989	24	2018/8/24 下午 01:17:19	920	60	60
99	T1	20180823	20180824	1APVD100	1385.28	1372.85	1382.9183	1382.112836	0.81	0.92	24	2018/8/24 下午 01:17:19	900	52.7849	68.2013
100	T1	20180823	20180824	1APVD200	1355.64	900.02	1269.0722	1239.548024	0.81	0.92	24	2018/8/24 下午 01:17:19	355	57.6685	62.4257
101	T1	20180823	20180824	1APVD300	1423.46	634.43	1328.7764	1294.05908	0.88	0.95	24	2018/8/24 下午 01:17:19	741	76.5957	47
102	T1	20180823	20180824	1APVD400	1440	1044.67	1364.8873	1339.269916	0.81	0.92	24	2018/8/24 下午 01:17:19	603	42.7988	84.1144
103	T1	20180823	20180824	1APVD500	1440	1155.43	1404.734	1392.2688	0.88	0.95	24	2018/8/24 下午 01:17:19	1412	76.5957	47
104	T1	20180823	20180824	1APVD600	1439.99	1351.11	1401.411	1397.38692	0.81	0.92	24	2018/8/24 下午 01:17:19	883	49.5225	72.6942
